ID,question,question_En,explanation,explanation_En,hint,hint_En,first_option,second_option,third_option,fourth_option,first_option_En,second_option_En,third_option_En,fourth_option_En,answer_index,hint_option,targets,category,question_class,sub_category,wiki_link
605,در خراسان، در چهارشنبه سوری قبل از شکستن کوزه چه چیزی را در آن می‌گذاشتند؟,"In Khorasan, what did they put in the pot before breaking it on Chaharshanbe Suri?",در استان خراسان، مردم درون کوزه سکه، زغال و نمک می‌گذاشتند.,"In Khorasan province, people put coins, charcoal, and salt inside the pot.",در مراسم چهارشنبه سوری در تهران، مردم سکه را درون کوزه می‌گذاشتند.,"In Chaharshanbe Suri ceremonies in Tehran, people put coins inside the pot.",سکه و نمک,سکه و زغال,سکه و نمک و زغال,فقط سکه,Coins and salt,Coins and charcoal,"Coins, salt, and charcoal",Only coins,3,4,about an option other than the answer,Holidays_Celebrations_Leisure,Other,Festivals,https://fa.wikipedia.org/wiki/چهارشنبه‌سوری
606,مردم کدام منطقه در ایران در قدیم چهارشنبه سوری را در شب نوروز جشن می‌گرفتند؟,In which region of Iran did people traditionally celebrate Chaharshanbe Suri on the eve of Nowruz?,طبق گزارش احمد فریقی در سال 1356، مردم کردستان در ایران رسوم آتش‌افروزی را در شب نوروز انجام می‌دادند.,"According to Ahmad Farighi's report in 1356, people of Kurdistan in Iran performed fire-lighting rituals on the eve of Nowruz.",در شهر راین واقع در استان کرمان در ایران، آیین خاصی برای برگزاری چهارشنبه سوری وجود دارد,"In the city of Rayen located in Kerman province in Iran, there is a special ceremony for celebrating Chaharshanbe Suri",گیلان,کردستان,اصفهان,کرمان,Gilan,Kurdistan,Isfahan,Kerman,2,4,about an option other than the answer,Holidays_Celebrations_Leisure,Location,Festivals,https://fa.wikipedia.org/wiki/چهارشنبه‌سوری
607,کدام جشن مشابه چهارشنبه سوری در میان ارمنیان ایران برگزار می‌شود؟,Which celebration similar to Chaharshanbe Suri is held among Armenians in Iran?,جشن درندز در چهاردهم فوریه توسط ارمنیان ساکن ایران برگزار می‌شود.,The Drendez celebration is held on February 14th by Armenians living in Iran.,جشن درندز در ایران مانند جشن سده، به آتش مرتبط است,"The Drendez celebration in Iran, like Sadeh festival, is related to fire",هولی,درندز,نوروز,سده,Holi,Drendez,Nowruz,Sadeh,2,4,about an option other than the answer,Holidays_Celebrations_Leisure,Event,Festivals,https://fa.wikipedia.org/wiki/چهارشنبه‌سوری
608,در چه تاریخی ارواح درگذشتگان طبق زند اوستا در ایران آزاد می‌شوند؟,On what date are the spirits of the deceased released in Iran according to Zand Avesta?,طبق زند اوستای زرتشتی، از پنج روز آخر سال تا روز پنجم فروردین در تقویم ایرانی، ارواح درگذشتگان آزاد می‌شوند.,"According to the Zoroastrian Zand Avesta, from the last five days of the year until the fifth day of Farvardin in the Iranian calendar, the spirits of the deceased are released.",در ایران، از اول تا 5 فروردین که مصادف با جشن فروردین‌گان است، تعطیل رسمی محسوب می‌شود,"In Iran, from the 1st to the 5th of Farvardin, which coincides with the Farvardegan festival, is considered an official holiday",1 تا 5 فروردین,25 تا 29 اسفند,پنج روز آخر سال تا 5 فروردین,1 تا 10 فروردین,1st to 5th of Farvardin,25th to 29th of Esfand,The last five days of the year until the 5th of Farvardin,1st to 10th of Farvardin,3,1,about an option other than the answer,Holidays_Celebrations_Leisure,Date_Time,Festivals,https://fa.wikipedia.org/wiki/چهارشنبه‌سوری
609,کدام مورد از آلاینده‌های خطرناک در اثر سوزاندن لاستیک در چهارشنبه سوری ایران تولید می‌شود؟,Which dangerous pollutant is produced by burning tires during Chaharshanbe Suri in Iran?,سوزاندن لاستیک‌های فرسوده باعث تولید مونوکسید کربن، دی‌اکسید نیتروژن، دیوکسین و فوران می‌شود.,"Burning worn-out tires produces carbon monoxide, nitrogen dioxide, dioxin, and furan.",نیتروژن در یکی از آلاینده‌های خطرناک ناشی از سوزاندن لاستیک در مراسم چهارشنبه سوری ایران وجود دارد,Nitrogen is present in one of the dangerous pollutants resulting from burning tires in the Chaharshanbe Suri ceremony in Iran,مونوکسید کربن,دی‌اکسید نیتروژن,دیوکسین,نیتروژن,Carbon monoxide,Nitrogen dioxide,Dioxin,Nitrogen,4,-,about the answer,Holidays_Celebrations_Leisure,Other_proper_and_common_noun,Festivals,https://fa.wikipedia.org/wiki/چهارشنبه‌سوری
610,کدام پادشاه ساسانی دستور داده بود در نوروز مکان‌های مهم ایران با آتش پاکیزه شوند؟,Which Sassanid king ordered that important places in Iran be purified with fire during Nowruz?,هرمزد یکم پادشاه ساسانی دستور داده بود در نوروز، مکان‌های مهم ایران را با آتش پاکیزه کنند.,"Hormizd I, the Sassanid king, had ordered that important places in Iran be purified with fire during Nowruz.",به‌گفتهٔ ابراهیم پورداوود، با توجه به نقشِ پررنگِ آتش در فرهنگِ ایرانِ باستان، شاید جشن‌گرفتنِ چهارشنبه سوری مناسبتی مربوط به جشن‌های شش‌روزهٔ پایانِ سالی (گاهنبارِ هَمَسْپَتْمَدَم) باشد که پس از اصلاح تقویم در زمان اردشیر نخستِ ساسانی در ایران برگزار می‌شدند,"According to Ibrahim Pourdavoud, considering the prominent role of fire in ancient Iranian culture, perhaps the celebration of Chaharshanbe Suri is related to the six-day end-of-year celebrations (Gahanbar Hamaspathmaedaya) that were held in Iran after the calendar reform during the time of Ardashir I of the Sassanid dynasty",شاپور اول,هرمزد یکم,اردشیر اول,خسرو انوشیروان,Shapur I,Hormizd I,Ardashir I,Khosrow Anushirvan,2,3,about an option other than the answer,Holidays_Celebrations_Leisure,Person,Festivals,https://fa.wikipedia.org/wiki/چهارشنبه‌سوری
611,در چهارشنبه سوری، در کدام شهر ایران سکه و دانه‌های جو در کوزه می‌ریختند؟,In which city of Iran did they pour coins and barley grains into a jug during Chaharshanbe Suri?,در چهارشنبه سوری، در شهرهای اراک و آشتیان در استان مرکزی ایران دانه‌های جو در کوزه می‌ریختند.,"During Chaharshanbe Suri, in the cities of Arak and Ashtian in the central province of Iran, they poured barley grains into a jug.",در چهارشنبه سوری، در شهر تهران پایتخت ایران سکه درون کوزه می‌گذاشتند.,"During Chaharshanbe Suri, in Tehran, the capital of Iran, they placed coins inside a jug.",کاشان,اراک,یزد,تهران,Kashan,Arak,Yazd,Tehran,2,4,about an option other than the answer,Holidays_Celebrations_Leisure,Location,Festivals,https://fa.wikipedia.org/wiki/چهارشنبه‌سوری
612,کدام واژه معادل نوروز در زبان فینیقی‌های باستان بوده است؟,Which word was the equivalent of Nowruz in the language of the ancient Phoenicians?,آدونیس واژه‌ای معادل نوروز در زبان فینیقی‌ها بود که مرگ و بازگشت آن نماد خواب طبیعت در زمستان و احیای طبیعت در بهار است.,"Adonis was a word equivalent to Nowruz in the Phoenician language, whose death and return symbolize the sleep of nature in winter and the revival of nature in spring.",مردمان ایرانی در منطقه آسیای میانه جشن نوروز را نوسارد و نوسارجی، به معنای سال نو می‌نامیدند,"Iranian people in the Central Asian region called the Nowruz celebration Nosard and Nosarji, meaning New Year",آدونیس,ناوا سردا,نوسارد,نوروز,Adonis,Nava Sarda,Nosard,Nowruz,1,3,about an option other than the answer,Holidays_Celebrations_Leisure,Other_proper_and_common_noun,Festivals,https://fa.wikipedia.org/wiki/نوروز
613,در زمان کدام پادشاه هخامنشی نوروز به عنوان جشن ملی اعلام شد؟,During which Achaemenid king's reign was Nowruz declared as a national festival?,کوروش بزرگ در سال ۵۳۸ قبل از میلاد نوروز را به عنوان جشن ملی ایران اعلام کرد.,Cyrus the Great declared Nowruz as the national festival of Iran in 538 BC.,پادشاه هخامنشی داریوش اول سکه‌ای از جنس طلا به مناسبت نوروز در ایران ضرب کرد.,Achaemenid king Darius I minted a gold coin in Iran on the occasion of Nowruz.,داریوش بزرگ,کمبوجیه,کوروش بزرگ,خشایارشا,Darius the Great,Cambyses,Cyrus the Great,Xerxes,3,1,about an option other than the answer,Holidays_Celebrations_Leisure,Person,Festivals,https://fa.wikipedia.org/wiki/نوروز
614,در دوره ساسانیان نوروز چند روز تقسیم می‌شد؟,"During the Sassanian period, how many days was Nowruz divided into?",نوروز در دوره ساسانیان به ۶ روز تقسیم می‌شد که پنج روز اول نوروز کوچک و روز ششم نوروز بزرگ نامیده می‌شد.,"During the Sassanian period, Nowruz was divided into 6 days, with the first five days called Small Nowruz and the sixth day called Great Nowruz.",در دوره ساسانیان پنج روز اول بهار در ایران نوروز کوچک نام داشت,"During the Sassanian period, the first five days of spring in Iran were called Small Nowruz",۳ روز,۵ روز,۶ روز,۷ روز,3 days,5 days,6 days,7 days,3,2,about an option other than the answer,Holidays_Celebrations_Leisure,Date_Time,Festivals,https://fa.wikipedia.org/wiki/نوروز
